epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss,epoch_time_sec,phase,global_epoch
1,0.7446689009666443,0.8273099660873413,0.5401818156242371,0.4875776469707489,0.6116679906845093,0.7634833455085754,16.063338624997414,frozen,1
2,0.8501683473587036,0.919082522392273,0.40561309456825256,0.5993788838386536,0.6844754219055176,0.6655511260032654,9.163705541999661,frozen,2
3,0.8742985129356384,0.9401805400848389,0.3515474200248718,0.5838509202003479,0.7358375787734985,0.6827815175056458,8.869845208995685,frozen,3
4,0.8905723690986633,0.9517093300819397,0.3150028884410858,0.6428571343421936,0.7550615072250366,0.6190009117126465,8.462134209003125,frozen,4
5,0.9001122117042542,0.9568166136741638,0.299632728099823,0.6552795171737671,0.7647128105163574,0.6188439726829529,8.72950962500181,frozen,5
6,0.8939393758773804,0.9609140157699585,0.28197821974754333,0.6366459727287292,0.7631206512451172,0.6337805390357971,8.533032291998097,frozen,6
7,0.9012345671653748,0.9637307524681091,0.2647319436073303,0.6242235898971558,0.7731060981750488,0.6457197666168213,8.321098582993727,frozen,7
8,0.9090909361839294,0.9686456918716431,0.2563275396823883,0.695652186870575,0.791701078414917,0.5713199377059937,8.317603041999973,frozen,8
9,0.913019061088562,0.9697079658508301,0.2442348152399063,0.6521739363670349,0.7824625372886658,0.6190483570098877,8.379907415997877,frozen,9
10,0.9147025942802429,0.9692335724830627,0.24250388145446777,0.6459627151489258,0.7852537631988525,0.6295000910758972,8.285653624996485,frozen,10
11,0.9203142523765564,0.9738318920135498,0.2277035415172577,0.7080745100975037,0.7881235480308533,0.5923324227333069,8.283840458992927,frozen,11
12,0.9074074029922485,0.9686216711997986,0.23708489537239075,0.6708074808120728,0.7788457870483398,0.6228276491165161,8.258450000001176,frozen,12
1,0.9208754301071167,0.9700776934623718,0.2351556420326233,0.6459627151489258,0.7945905923843384,0.6396564245223999,18.851430374998017,finetune,13
2,0.9203142523765564,0.9731379151344299,0.21844585239887238,0.7018633484840393,0.8034163117408752,0.5819149613380432,10.189155749998463,finetune,14
3,0.9292929172515869,0.9760707020759583,0.20577611029148102,0.649068295955658,0.802099347114563,0.6524086594581604,10.112452583998675,finetune,15
4,0.9292929172515869,0.9800097346305847,0.1880251169204712,0.6645962595939636,0.8031214475631714,0.638214111328125,10.127648291003425,finetune,16
5,0.9349045753479004,0.9832655191421509,0.17342685163021088,0.6708074808120728,0.8029838800430298,0.6415707468986511,10.170154375002312,finetune,17
6,0.9270482659339905,0.9822428226470947,0.1762087643146515,0.6770186424255371,0.8061288595199585,0.6344611644744873,10.109080124995671,finetune,18
